"Kinase.Gene","aveSubstrateLog2FC","mS","Enrichment","m","z.score","p.value","p.adjust","status","Substrate.Gene","Substrate.Mod","Source","log2FC"
"15","RPS6KB1",0.797956968888889,0.797956968888889,1017.36371875721,25,12.7961793836832,8.61089567026609e-38,2.02356048251253e-35,"Up","NCBP1","S22","PhosphoSitePlus",0.473731666666664
"16","RPS6KB1",0.797956968888889,0.797956968888889,1017.36371875721,25,12.7961793836832,8.61089567026609e-38,2.02356048251253e-35,"Up","RPS6","S235","PhosphoSitePlus",2.63638888888889
"17","RPS6KB1",0.797956968888889,0.797956968888889,1017.36371875721,25,12.7961793836832,8.61089567026609e-38,2.02356048251253e-35,"Up","RPS6","S236","PhosphoSitePlus",2.63638888888889
"18","RPS6KB1",0.797956968888889,0.797956968888889,1017.36371875721,25,12.7961793836832,8.61089567026609e-38,2.02356048251253e-35,"Up","RPS6","S240","PhosphoSitePlus",2.78181666666667
"19","RPS6KB1",0.797956968888889,0.797956968888889,1017.36371875721,25,12.7961793836832,8.61089567026609e-38,2.02356048251253e-35,"Up","NDRG2","S332","PhosphoSitePlus",-0.117865
"20","RPS6KB1",0.797956968888889,0.797956968888889,1017.36371875721,25,12.7961793836832,8.61089567026609e-38,2.02356048251253e-35,"Up","NDRG2","S350","PhosphoSitePlus",0.156885000000001
"21","RPS6KB1",0.797956968888889,0.797956968888889,1017.36371875721,25,12.7961793836832,8.61089567026609e-38,2.02356048251253e-35,"Up","URI1","S372","PhosphoSitePlus",0.537084666666662
"22","RPS6KB1",0.797956968888889,0.797956968888889,1017.36371875721,25,12.7961793836832,8.61089567026609e-38,2.02356048251253e-35,"Up","PDCD4","S67","PhosphoSitePlus",1.47767944444444
"23","RPS6KB1",0.797956968888889,0.797956968888889,1017.36371875721,25,12.7961793836832,8.61089567026609e-38,2.02356048251253e-35,"Up","NCBP1","S7","PhosphoSitePlus",0.44122622222222
"24","RPS6KB1",0.797956968888889,0.797956968888889,1017.36371875721,25,12.7961793836832,8.61089567026609e-38,2.02356048251253e-35,"Up","GSK3B","S9","PhosphoSitePlus",0.190808333333337
"25","RPS6KB1",0.797956968888889,0.797956968888889,1017.36371875721,25,12.7961793836832,8.61089567026609e-38,2.02356048251253e-35,"Up","NCBP1","T21","PhosphoSitePlus",0.561976666666666
"26","RPS6KA2",1.25542368055555,1.25542368055555,1600.61576508859,8,11.3925732831831,2.27670203263527e-30,5.32748275636653e-28,"Up","BAD","S118","NetworKIN",-0.417113333333333
"27","RPS6KA2",1.25542368055555,1.25542368055555,1600.61576508859,8,11.3925732831831,2.27670203263527e-30,5.32748275636653e-28,"Up","BAD","S134","NetworKIN",-0.588700000000001
"28","RPS6KA2",1.25542368055555,1.25542368055555,1600.61576508859,8,11.3925732831831,2.27670203263527e-30,5.32748275636653e-28,"Up","CREB1","S143","NetworKIN",-0.229658333333333
"29","RPS6KA2",1.25542368055555,1.25542368055555,1600.61576508859,8,11.3925732831831,2.27670203263527e-30,5.32748275636653e-28,"Up","RPS6","S235","NetworKIN",2.63638888888889
"30","RPS6KA2",1.25542368055555,1.25542368055555,1600.61576508859,8,11.3925732831831,2.27670203263527e-30,5.32748275636653e-28,"Up","RPS6","S236","NetworKIN",2.63638888888889
"31","RPS6KA2",1.25542368055555,1.25542368055555,1600.61576508859,8,11.3925732831831,2.27670203263527e-30,5.32748275636653e-28,"Up","RPS6","S240","NetworKIN",2.78181666666667
"32","RPS6KA2",1.25542368055555,1.25542368055555,1600.61576508859,8,11.3925732831831,2.27670203263527e-30,5.32748275636653e-28,"Up","RPS6","S242","NetworKIN",1.61213333333333
"33","RPS6KA2",1.25542368055555,1.25542368055555,1600.61576508859,8,11.3925732831831,2.27670203263527e-30,5.32748275636653e-28,"Up","RPS6","T241","NetworKIN",1.61213333333333
"34","RPS6KA1",0.696284932539682,0.696284932539682,887.735875368761,14,8.3544806781736,3.2860602148503e-17,7.59079909630419e-15,"Up","RANBP3","S126","PhosphoSitePlus",0.00266666666665951
"35","RPS6KA1",0.696284932539682,0.696284932539682,887.735875368761,14,8.3544806781736,3.2860602148503e-17,7.59079909630419e-15,"Up","CIC","S173","PhosphoSitePlus",-0.00337666666666709
"36","RPS6KA1",0.696284932539682,0.696284932539682,887.735875368761,14,8.3544806781736,3.2860602148503e-17,7.59079909630419e-15,"Up","FLNA","S2152","PhosphoSitePlus",0.213133611111114
"37","RPS6KA1",0.696284932539682,0.696284932539682,887.735875368761,14,8.3544806781736,3.2860602148503e-17,7.59079909630419e-15,"Up","RPS6","S235","PhosphoSitePlus",2.63638888888889
"38","RPS6KA1",0.696284932539682,0.696284932539682,887.735875368761,14,8.3544806781736,3.2860602148503e-17,7.59079909630419e-15,"Up","RPS6","S236","PhosphoSitePlus",2.63638888888889
"39","RPS6KA1",0.696284932539682,0.696284932539682,887.735875368761,14,8.3544806781736,3.2860602148503e-17,7.59079909630419e-15,"Up","CHEK1","S280","PhosphoSitePlus",0.245299999999994
"40","RPS6KA1",0.696284932539682,0.696284932539682,887.735875368761,14,8.3544806781736,3.2860602148503e-17,7.59079909630419e-15,"Up","NDRG2","S332","PhosphoSitePlus",-0.117865
"41","RPS6KA1",0.696284932539682,0.696284932539682,887.735875368761,14,8.3544806781736,3.2860602148503e-17,7.59079909630419e-15,"Up","NDRG2","S350","PhosphoSitePlus",0.156885000000001
"42","RPS6KA1",0.696284932539682,0.696284932539682,887.735875368761,14,8.3544806781736,3.2860602148503e-17,7.59079909630419e-15,"Up","PDCD4","S457","PhosphoSitePlus",0.402896333333333
"43","RPS6KA1",0.696284932539682,0.696284932539682,887.735875368761,14,8.3544806781736,3.2860602148503e-17,7.59079909630419e-15,"Up","LCP1","S5","PhosphoSitePlus",0.780618000000001
"44","RPS6KA1",0.696284932539682,0.696284932539682,887.735875368761,14,8.3544806781736,3.2860602148503e-17,7.59079909630419e-15,"Up","CARHSP1","S52","PhosphoSitePlus",0.741800000000004
"45","RPS6KA1",0.696284932539682,0.696284932539682,887.735875368761,14,8.3544806781736,3.2860602148503e-17,7.59079909630419e-15,"Up","RPTOR","S722","PhosphoSitePlus",-0.0671933333333337
"46","RPS6KA1",0.696284932539682,0.696284932539682,887.735875368761,14,8.3544806781736,3.2860602148503e-17,7.59079909630419e-15,"Up","PDCD4","S76","PhosphoSitePlus",1.92953833333333
"47","RPS6KA1",0.696284932539682,0.696284932539682,887.735875368761,14,8.3544806781736,3.2860602148503e-17,7.59079909630419e-15,"Up","GSK3B","S9","PhosphoSitePlus",0.190808333333337
"48","RPS6KA3",0.806281197530864,0.806281197530864,1027.9767825403,9,7.75787971750858,4.31804989968246e-15,9.93151476926966e-13,"Up","RANBP3","S126","PhosphoSitePlus",0.00266666666665951
"49","RPS6KA3",0.806281197530864,0.806281197530864,1027.9767825403,9,7.75787971750858,4.31804989968246e-15,9.93151476926966e-13,"Up","STMN1","S16","PhosphoSitePlus",0.56758333333333
"50","RPS6KA3",0.806281197530864,0.806281197530864,1027.9767825403,9,7.75787971750858,4.31804989968246e-15,9.93151476926966e-13,"Up","CIC","S173","PhosphoSitePlus",-0.00337666666666709
"51","RPS6KA3",0.806281197530864,0.806281197530864,1027.9767825403,9,7.75787971750858,4.31804989968246e-15,9.93151476926966e-13,"Up","GSK3A","S21","PhosphoSitePlus",0.220173333333339
"52","RPS6KA3",0.806281197530864,0.806281197530864,1027.9767825403,9,7.75787971750858,4.31804989968246e-15,9.93151476926966e-13,"Up","RPS6","S235","PhosphoSitePlus",2.63638888888889
"53","RPS6KA3",0.806281197530864,0.806281197530864,1027.9767825403,9,7.75787971750858,4.31804989968246e-15,9.93151476926966e-13,"Up","RPS6","S236","PhosphoSitePlus",2.63638888888889
"54","RPS6KA3",0.806281197530864,0.806281197530864,1027.9767825403,9,7.75787971750858,4.31804989968246e-15,9.93151476926966e-13,"Up","LCP1","S5","PhosphoSitePlus",0.780618000000001
"55","RPS6KA3",0.806281197530864,0.806281197530864,1027.9767825403,9,7.75787971750858,4.31804989968246e-15,9.93151476926966e-13,"Up","STAT3","S727","PhosphoSitePlus",0.22528
"56","RPS6KA3",0.806281197530864,0.806281197530864,1027.9767825403,9,7.75787971750858,4.31804989968246e-15,9.93151476926966e-13,"Up","GSK3B","S9","PhosphoSitePlus",0.190808333333337
"57","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","SRRM2","S1318","PhosphoSitePlus",0.193759333333334
"58","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","SRRM2","S1326","PhosphoSitePlus",5.40000000004726e-05
"59","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","SRRM2","S1329","PhosphoSitePlus",0.220295000000003
"60","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","RPRD1B","S166","PhosphoSitePlus",0.105168333333332
"61","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","PATL1","S179","PhosphoSitePlus",0.051536666666673
"62","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","AKT1S1","S183","PhosphoSitePlus",0.659999999999996
"63","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","WNK1","S2032","PhosphoSitePlus",0.115519333333333
"64","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","ELL","S309","PhosphoSitePlus",0.0474533333333265
"65","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","EIF4EBP1","S44","PhosphoSitePlus",0.708206666666668
"66","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","DAP","S51","PhosphoSitePlus",-0.201329444444445
"67","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","BRD9","S588","PhosphoSitePlus",0.00676666666666335
"68","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","MAF1","S60","PhosphoSitePlus",0.0935183333333331
"69","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","EIF4EBP1","S65","PhosphoSitePlus",1.29701819047619
"70","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","MAF1","S68","PhosphoSitePlus",0.239981666666665
"71","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","DNMT1","S714","PhosphoSitePlus",-0.143953333333334
"72","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","MAF1","S75","PhosphoSitePlus",0.343300000000004
"73","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","LARP1","S766","PhosphoSitePlus",0.382813333333338
"74","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","LARP1","S774","PhosphoSitePlus",0.2609
"75","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","RPTOR","S859","PhosphoSitePlus",0.68792666666667
"76","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","RPTOR","S863","PhosphoSitePlus",0.596715666666669
"77","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","EIF4EBP1","T37","PhosphoSitePlus",0.715137555555556
"78","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","EIF4EBP1","T41","PhosphoSitePlus",0.752416666666668
"79","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","EIF4EBP1","T46","PhosphoSitePlus",0.717233388888889
"80","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","SRRM1","T572","PhosphoSitePlus",0.266946666666669
"81","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","SRRM1","T574","PhosphoSitePlus",0.266946666666669
"82","MTOR",0.374831593508344,0.374831593508344,477.895524128742,26,6.1230961914805,4.5887125474738e-10,1.04163774827655e-07,"Up","EIF4EBP1","T70","PhosphoSitePlus",1.36129007407407
"83","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","PSMD11","S14","NetworKIN",-0.36822
"84","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","MYO18A","S140","NetworKIN",0.233766666666667
"85","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","MAP3K2","S153","NetworKIN",-0.190273333333334
"86","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","SRC","S17","NetworKIN",0.0814833333333356
"87","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","PAK2","S197","NetworKIN",-0.1888
"88","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","SH3KBP1","S230","NetworKIN",0.723966666666669
"89","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","RPS6","S235","NetworKIN",2.63638888888889
"90","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","RPS6","S236","NetworKIN",2.63638888888889
"91","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","RPS6","S240","NetworKIN",2.78181666666667
"92","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","RAF1","S259","NetworKIN",0.144013333333331
"93","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","VIM","S26","NetworKIN",1.01159333333333
"94","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","MAP3K2","S331","NetworKIN",-0.211683333333334
"95","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","EIF4B","S359","NetworKIN",-0.22758
"96","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","BRAF","S365","NetworKIN",-0.107766666666666
"97","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","VIM","S39","NetworKIN",0.318292333333336
"98","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","EIF4B","S406","NetworKIN",0.439460000000005
"99","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","FES","S408","NetworKIN",-0.236233333333334
"100","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","FES","S410","NetworKIN",-0.262493333333333
"101","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","VIM","S412","NetworKIN",0.190500000000001
"102","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","EIF4B","S442","NetworKIN",-0.0445666666666639
"103","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","BRAF","S446","NetworKIN",0.0679466666666646
"104","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","VIM","S47","NetworKIN",0.142966666666664
"105","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","ARHGEF6","S488","NetworKIN",-0.0436000000000001
"106","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","EIF4B","S489","NetworKIN",0.330020000000005
"107","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","EIF4B","S497","NetworKIN",0.907300000000002
"108","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","VIM","S5","NetworKIN",0.458499999999999
"109","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","VIM","S51","NetworKIN",0.444299999999995
"110","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","PAK2","S58","NetworKIN",-0.546666666666667
"111","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","SH3KBP1","S589","NetworKIN",0.310226666666665
"112","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","RAF1","S621","NetworKIN",0.355413333333331
"113","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","ARHGEF6","S649","NetworKIN",0.124666666666668
"114","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","ARHGEF6","S684","NetworKIN",-0.195583333333333
"115","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","VIM","S72","NetworKIN",-0.0749666666666669
"116","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","MYO18A","S728","NetworKIN",0.0162699999999984
"117","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","BRAF","S729","NetworKIN",0.0289500000000032
"118","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","VIM","S73","NetworKIN",-0.462103333333333
"119","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","NCK1","S85","NetworKIN",-0.126126666666666
"120","PAK2",0.302228950292398,0.302228950292398,385.330012486394,38,5.96564299393111,1.21836270702596e-09,2.75349971787867e-07,"Up","NF2","S518","PhosphoSitePlus",0.387133333333334
"121","RPS6KB2",0.673638015873017,0.673638015873017,858.861948256544,7,5.7151493786992,5.48038485752955e-09,1.23308659294415e-06,"Up","RPS6","S235","NetworKIN",2.63638888888889
"122","RPS6KB2",0.673638015873017,0.673638015873017,858.861948256544,7,5.7151493786992,5.48038485752955e-09,1.23308659294415e-06,"Up","RPS6","S236","NetworKIN",2.63638888888889
"123","RPS6KB2",0.673638015873017,0.673638015873017,858.861948256544,7,5.7151493786992,5.48038485752955e-09,1.23308659294415e-06,"Up","EIF4B","S359","NetworKIN",-0.22758
"124","RPS6KB2",0.673638015873017,0.673638015873017,858.861948256544,7,5.7151493786992,5.48038485752955e-09,1.23308659294415e-06,"Up","EIF4B","S406","NetworKIN",0.439460000000005
"125","RPS6KB2",0.673638015873017,0.673638015873017,858.861948256544,7,5.7151493786992,5.48038485752955e-09,1.23308659294415e-06,"Up","EIF4B","S442","NetworKIN",-0.0445666666666639
"126","RPS6KB2",0.673638015873017,0.673638015873017,858.861948256544,7,5.7151493786992,5.48038485752955e-09,1.23308659294415e-06,"Up","HSPB1","S82","PhosphoSitePlus",-0.915433333333334
"127","RPS6KB2",0.673638015873017,0.673638015873017,858.861948256544,7,5.7151493786992,5.48038485752955e-09,1.23308659294415e-06,"Up","GSK3B","S9","PhosphoSitePlus",0.190808333333337
"128","CDK1",0.0982844283271858,0.0982844283271858,125.308776534784,241,4.85927497050069,5.89082042483092e-07,0.000130187131388763,"Up","CDKN1B","S10","NetworKIN",-0.0206399999999994
"129","CDK1",0.0982844283271858,0.0982844283271858,125.308776534784,241,4.85927497050069,5.89082042483092e-07,0.000130187131388763,"Up","CLASP1","S1091","NetworKIN",0.0398666666666602
"130","CDK1",0.0982844283271858,0.0982844283271858,125.308776534784,241,4.85927497050069,5.89082042483092e-07,0.000130187131388763,"Up","MKI67","S1131","NetworKIN",-0.0350766666666667
"131","CDK1",0.0982844283271858,0.0982844283271858,125.308776534784,241,4.85927497050069,5.89082042483092e-07,0.000130187131388763,"Up","NSFL1C","S114","NetworKIN",-0.220633333333333
"132","CDK1",0.0982844283271858,0.0982844283271858,125.308776534784,241,4.85927497050069,5.89082042483092e-07,0.000130187131388763,"Up","ERCC6L","S1188","NetworKIN",0.225296666666672
"133","CDK1",0.0982844283271858,0.0982844283271858,125.308776534784,241,4.85927497050069,5.89082042483092e-07,0.000130187131388763,"Up","PARP4","S1236","NetworKIN",0.150450000000004
"134","CDK1",0.0982844283271858,0.0982844283271858,125.308776534784,241,4.85927497050069,5.89082042483092e-07,0.000130187131388763,"Up","CUX1","S1237","NetworKIN",0.125999999999994
"135","CDK1",0.0982844283271858,0.0982844283271858,125.308776534784,241,4.85927497050069,5.89082042483092e-07,0.000130187131388763,"Up","BLM","S1296","NetworKIN",-0.214536866666666
"136","CDK1",0.0982844283271858,0.0982844283271858,125.308776534784,241,4.85927497050069,5.89082042483092e-07,0.000130187131388763,"Up","MKI67","S1376","NetworKIN",0.00548333333333192
"137","CDK1",0.0982844283271858,0.0982844283271858,125.308776534784,241,4.85927497050069,5.89082042483092e-07,0.000130187131388763,"Up","NCAPD3","S1384","NetworKIN",0.157498333333329
"138","CDK1",0.0982844283271858,0.0982844283271858,125.308776534784,241,4.85927497050069,5.89082042483092e-07,0.000130187131388763,"Up","NCOR1","S1472","NetworKIN",0.166768333333328
"139","CDK1",0.0982844283271858,0.0982844283271858,125.308776534784,241,4.85927497050069,5.89082042483092e-07,0.000130187131388763,"Up","PSMF1","S153","NetworKIN",0.293042458333329
"140","CDK1",0.0982844283271858,0.0982844283271858,125.308776534784,241,4.85927497050069,5.89082042483092e-07,0.000130187131388763,"Up","FGFR1OP","S156","NetworKIN",-0.179458333333333
"141","CDK1",0.0982844283271858,0.0982844283271858,125.308776534784,241,4.85927497050069,5.89082042483092e-07,0.000130187131388763,"Up","NCOR1","S158","NetworKIN",0.201567916666666
"142","CDK1",0.0982844283271858,0.0982844283271858,125.308776534784,241,4.85927497050069,5.89082042483092e-07,0.000130187131388763,"Up","PSMA5","S16","NetworKIN",0.131443333333327
"143","CDK1",0.0982844283271858,0.0982844283271858,125.308776534784,241,4.85927497050069,5.89082042483092e-07,0.000130187131388763,"Up","PSMD2","S16","NetworKIN",0.161388333333339
"144","CDK1",0.0982844283271858,0.0982844283271858,125.308776534784,241,4.85927497050069,5.89082042483092e-07,0.000130187131388763,"Up","FGFR1OP","S160","NetworKIN",-0.243133333333333
"145","CDK1",0.0982844283271858,0.0982844283271858,125.308776534784,241,4.85927497050069,5.89082042483092e-07,0.000130187131388763,"Up","NCOR1","S172","NetworKIN",0.00191666666666601
"146","CDK1",0.0982844283271858,0.0982844283271858,125.308776534784,241,4.85927497050069,5.89082042483092e-07,0.000130187131388763,"Up","GBF1","S1784","NetworKIN",-0.158366666666666
